lsoa_code,borough,major_category,minor_category,value,year,month,crime_occurred
E01001333,Ealing,Theft and Handling,Theft From Motor Vehicle,4,2013,Aug,Yes
E01004485,Wandsworth,Violence Against the Person,Offensive Weapon,0,2015,Jul,No
E01004626,Wandsworth,Theft and Handling,Handling Stolen Goods,0,2014,Aug,No
E01001846,Hackney,Violence Against the Person,Offensive Weapon,0,2014,Jun,No
E01003921,Southwark,Other Notifiable Offences,Going Equipped,0,2016,Oct,No
E01001790,Hackney,Theft and Handling,Other Theft Person,0,2013,Jun,No
E01002135,Harrow,Criminal Damage,Other Criminal Damage,1,2014,Nov,Yes
E01002809,Islington,Other Notifiable Offences,Going Equipped,0,2015,Mar,No
E01001020,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Jul,No
E01002249,Havering,Robbery,Business Property,0,2014,Dec,No
E01001650,Greenwich,Robbery,Personal Property,0,2016,Oct,No
E01002538,Hillingdon,Violence Against the Person,Other violence,0,2015,Jul,No
E01000147,Barnet,Violence Against the Person,Offensive Weapon,0,2014,Jul,No
E01000171,Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Sep,No
E01000448,Bexley,Theft and Handling,Other Theft Person,0,2016,Jun,No
E01002279,Havering,Drugs,Possession Of Drugs,1,2014,Apr,Yes
E01003640,Redbridge,Theft and Handling,Other Theft Person,0,2016,Dec,No
E01003368,Merton,Criminal Damage,Criminal Damage To Dwelling,0,2015,Apr,No
E01004580,Wandsworth,Violence Against the Person,Other violence,0,2013,Oct,No
E01003532,Newham,Theft and Handling,Handling Stolen Goods,0,2013,Dec,No
E01001405,Enfield,Criminal Damage,Criminal Damage To Other Building,0,2014,May,No
E01001496,Enfield,Drugs,Drug Trafficking,0,2014,Dec,No
E01001528,Enfield,Violence Against the Person,Other violence,0,2015,Jan,No
E01004519,Wandsworth,Violence Against the Person,Offensive Weapon,1,2015,Jul,Yes
E01004203,Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2014,Sep,Yes
E01001798,Hackney,Robbery,Personal Property,0,2014,Aug,No
E01001043,Croydon,Robbery,Personal Property,6,2016,Sep,Yes
E01001144,Croydon,Robbery,Personal Property,1,2013,Aug,Yes
E01000266,Barnet,Theft and Handling,Other Theft Person,0,2016,Dec,No
E01004476,Wandsworth,Robbery,Personal Property,0,2015,Sep,No
E01000028,Barking and Dagenham,Burglary,Burglary in a Dwelling,0,2013,Oct,No
E01001772,Hackney,Criminal Damage,Other Criminal Damage,0,2013,Sep,No
E01004130,Sutton,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,Oct,No
E01004286,Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,Aug,No
E01002253,Havering,Violence Against the Person,Common Assault,0,2014,Apr,No
E01002446,Hillingdon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,Sep,No
E01032784,Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,Nov,No
E01001409,Enfield,Violence Against the Person,Common Assault,3,2016,Feb,Yes
E01000204,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,Jan,No
E01001018,Croydon,Theft and Handling,Other Theft Person,0,2013,Dec,No
E01002778,Islington,Violence Against the Person,Harassment,2,2013,Dec,Yes
E01003006,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,1,2014,Dec,Yes
E01001943,Hammersmith and Fulham,Burglary,Burglary in a Dwelling,0,2016,Mar,No
E01003309,Lewisham,Burglary,Burglary in Other Buildings,0,2015,Jun,No
E01003452,Merton,Criminal Damage,Criminal Damage To Other Building,0,2015,Mar,No
E01002014,Haringey,Theft and Handling,Other Theft Person,0,2015,Feb,No
E01002135,Harrow,Violence Against the Person,Other violence,0,2013,Jul,No
E01000040,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Feb,No
E01003979,Southwark,Criminal Damage,Other Criminal Damage,1,2016,Mar,Yes
E01003699,Redbridge,Theft and Handling,Other Theft Person,1,2014,Dec,Yes
E01002302,Havering,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Apr,No
E01002967,Kingston upon Thames,Criminal Damage,Criminal Damage To Dwelling,0,2016,Feb,No
E01000317,Barnet,Theft and Handling,Handling Stolen Goods,0,2014,Mar,No
E01000195,Barnet,Theft and Handling,Theft From Motor Vehicle,0,2016,Dec,No
E01002047,Haringey,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,May,No
E01003191,Lewisham,Drugs,Drug Trafficking,0,2013,Jan,No
E01033704,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,Aug,No
E01003851,Richmond upon Thames,Burglary,Burglary in Other Buildings,0,2016,Jan,No
E01001796,Hackney,Robbery,Business Property,0,2013,May,No
E01004130,Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,May,No
E01000312,Barnet,Theft and Handling,Other Theft,1,2015,Mar,Yes
E01002795,Islington,Drugs,Other Drugs,0,2013,Mar,No
E01001011,Croydon,Violence Against the Person,Other violence,0,2016,Jun,No
E01002300,Havering,Robbery,Personal Property,0,2014,Jul,No
E01001123,Croydon,Robbery,Personal Property,0,2016,Mar,No
E01001577,Greenwich,Drugs,Drug Trafficking,0,2014,Apr,No
E01003417,Merton,Drugs,Drug Trafficking,0,2016,Oct,No
E01003671,Redbridge,Robbery,Personal Property,0,2013,Aug,No
E01002120,Harrow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Aug,No
E01002228,Harrow,Criminal Damage,Criminal Damage To Dwelling,0,2016,Mar,No
E01002638,Hounslow,Theft and Handling,Handling Stolen Goods,0,2015,May,No
E01000911,Camden,Burglary,Burglary in a Dwelling,2,2016,Oct,Yes
E01033738,Greenwich,Violence Against the Person,Offensive Weapon,0,2014,Jun,No
E01001403,Enfield,Violence Against the Person,Harassment,0,2013,Dec,No
E01002595,Hounslow,Criminal Damage,Other Criminal Damage,0,2016,Mar,No
E01001529,Enfield,Violence Against the Person,Other violence,0,2014,Oct,No
E01002202,Harrow,Drugs,Possession Of Drugs,1,2015,Aug,Yes
E01004307,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,May,No
E01004479,Wandsworth,Robbery,Personal Property,2,2013,Apr,Yes
E01000943,Camden,Burglary,Burglary in a Dwelling,0,2013,May,No
E01003815,Richmond upon Thames,Violence Against the Person,Common Assault,0,2016,Apr,No
E01004276,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Dec,No
E01001479,Enfield,Robbery,Business Property,0,2015,Jan,No
E01001024,Croydon,Violence Against the Person,Other violence,1,2013,May,Yes
E01000823,Bromley,Drugs,Drug Trafficking,0,2014,Apr,No
E01003186,Lambeth,Criminal Damage,Criminal Damage To Dwelling,0,2015,May,No
E01003837,Richmond upon Thames,Drugs,Drug Trafficking,0,2014,Jul,No
E01002336,Havering,Violence Against the Person,Harassment,0,2016,Jun,No
E01003379,Merton,Violence Against the Person,Harassment,1,2015,Apr,Yes
E01002062,Haringey,Theft and Handling,Theft/Taking of Pedal Cycle,1,2015,Aug,Yes
E01004215,Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,0,2016,Nov,No
E01001309,Ealing,Criminal Damage,Other Criminal Damage,0,2013,Apr,No
E01001597,Greenwich,Drugs,Possession Of Drugs,0,2016,Sep,No
E01004151,Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,Sep,No
E01003624,Newham,Violence Against the Person,Other violence,1,2015,Aug,Yes
E01001225,Ealing,Theft and Handling,Other Theft Person,4,2015,Nov,Yes
E01004733,Westminster,Violence Against the Person,Offensive Weapon,4,2015,Jan,Yes
E01004199,Tower Hamlets,Other Notifiable Offences,Going Equipped,0,2013,Oct,No
E01001854,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,Mar,No
E01002729,Islington,Drugs,Other Drugs,0,2015,Jun,No
E01002716,Islington,Violence Against the Person,Common Assault,1,2013,Dec,Yes
E01000348,Bexley,Criminal Damage,Other Criminal Damage,1,2015,May,Yes
E01003437,Merton,Robbery,Business Property,0,2016,Sep,No
E01002275,Havering,Violence Against the Person,Offensive Weapon,0,2015,Apr,No
E01002941,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,Mar,No
E01003737,Redbridge,Violence Against the Person,Wounding/GBH,0,2016,Oct,No
E01002250,Havering,Theft and Handling,Other Theft Person,0,2014,May,No
E01003461,Merton,Criminal Damage,Criminal Damage To Other Building,0,2014,Apr,No
E01002717,Islington,Violence Against the Person,Wounding/GBH,0,2015,May,No
E01002337,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,Mar,No
E01000298,Barnet,Theft and Handling,Theft From Shops,6,2016,May,Yes
E01000379,Bexley,Criminal Damage,Other Criminal Damage,0,2015,Nov,No
E01003069,Lambeth,Violence Against the Person,Assault with Injury,3,2015,Mar,Yes
E01003839,Richmond upon Thames,Sexual Offences,Other Sexual,0,2014,Apr,No
E01004350,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,Sep,Yes
E01001449,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,Dec,Yes
E01003791,Redbridge,Criminal Damage,Criminal Damage To Dwelling,0,2015,Jul,No
E01001586,Greenwich,Burglary,Burglary in Other Buildings,0,2016,Mar,No
E01001291,Ealing,Violence Against the Person,Harassment,1,2014,Jul,Yes
E01000166,Barnet,Violence Against the Person,Other violence,0,2015,Jul,No
E01002176,Harrow,Other Notifiable Offences,Other Notifiable,0,2015,Jul,No
E01001271,Ealing,Burglary,Burglary in a Dwelling,0,2014,Apr,No
E01004308,Tower Hamlets,Drugs,Possession Of Drugs,0,2015,Sep,No
E01000976,Croydon,Other Notifiable Offences,Other Notifiable,0,2013,Jun,No
E01003546,Newham,Criminal Damage,Criminal Damage To Other Building,0,2013,Dec,No
E01004533,Wandsworth,Burglary,Burglary in Other Buildings,0,2015,Apr,No
E01001405,Enfield,Criminal Damage,Criminal Damage To Other Building,0,2016,Jan,No
E01004497,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,0,2016,May,No
E01002473,Hillingdon,Theft and Handling,Handling Stolen Goods,0,2013,Sep,No
E01004255,Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,Sep,No
E01002376,Havering,Theft and Handling,Other Theft Person,0,2016,May,No
E01003178,Lambeth,Theft and Handling,Theft From Shops,0,2013,Jul,No
E01002419,Hillingdon,Violence Against the Person,Wounding/GBH,0,2016,Dec,No
E01003379,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,2,2014,Jun,Yes
E01001777,Hackney,Theft and Handling,Theft/Taking of Pedal Cycle,3,2016,Nov,Yes
E01032640,Southwark,Theft and Handling,Theft From Shops,0,2014,Oct,No
E01004585,Wandsworth,Drugs,Other Drugs,0,2014,Aug,No
E01002883,Kensington and Chelsea,Theft and Handling,Handling Stolen Goods,0,2013,Jan,No
E01000037,Barking and Dagenham,Theft and Handling,Handling Stolen Goods,0,2015,Apr,No
E01001217,Ealing,Other Notifiable Offences,Other Notifiable,0,2016,Oct,No
E01002973,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,0,2016,May,No
E01000815,Bromley,Violence Against the Person,Offensive Weapon,0,2015,Jul,No
E01033608,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Dec,No
E01000920,Camden,Theft and Handling,Other Theft,7,2014,Oct,Yes
E01003237,Lewisham,Theft and Handling,Theft From Shops,0,2014,May,No
E01001066,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,Apr,No
E01003664,Redbridge,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,Dec,No
E01003219,Lewisham,Drugs,Possession Of Drugs,0,2013,Apr,No
E01003808,Richmond upon Thames,Robbery,Personal Property,0,2016,Nov,No
E01003660,Redbridge,Theft and Handling,Handling Stolen Goods,0,2016,Jun,No
E01000954,Camden,Theft and Handling,Theft From Motor Vehicle,0,2013,Nov,No
E01000246,Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,Dec,No
E01001973,Haringey,Violence Against the Person,Harassment,2,2016,Jun,Yes
E01001920,Hammersmith and Fulham,Drugs,Possession Of Drugs,9,2014,Mar,Yes
E01000319,Barnet,Burglary,Burglary in a Dwelling,4,2015,Aug,Yes
E01004717,Westminster,Drugs,Possession Of Drugs,2,2015,Aug,Yes
E01033582,Newham,Robbery,Business Property,0,2015,Dec,No
E01004184,Sutton,Theft and Handling,Theft From Motor Vehicle,1,2015,Apr,Yes
E01002156,Harrow,Drugs,Possession Of Drugs,0,2014,Apr,No
E01000124,Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,Feb,No
E01032764,Tower Hamlets,Burglary,Burglary in a Dwelling,0,2014,May,No
E01003902,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,Apr,No
E01001188,Croydon,Theft and Handling,Other Theft,1,2014,Mar,Yes
E01033324,Lewisham,Violence Against the Person,Other violence,0,2015,May,No
E01000220,Barnet,Theft and Handling,Handling Stolen Goods,0,2013,Sep,No
E01003394,Merton,Drugs,Possession Of Drugs,0,2014,Mar,No
E01002098,Haringey,Violence Against the Person,Offensive Weapon,0,2014,May,No
E01001131,Croydon,Robbery,Personal Property,0,2015,Dec,No
E01000867,Camden,Burglary,Burglary in a Dwelling,1,2014,Mar,Yes
E01002396,Hillingdon,Criminal Damage,Criminal Damage To Other Building,0,2014,Dec,No
E01000588,Brent,Burglary,Burglary in Other Buildings,0,2015,Apr,No
E01000604,Brent,Theft and Handling,Handling Stolen Goods,0,2014,Dec,No
E01032805,Southwark,Criminal Damage,Criminal Damage To Other Building,3,2013,Apr,Yes
E01000395,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,Apr,No
E01001231,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,2,2014,Dec,Yes
E01001704,Greenwich,Violence Against the Person,Harassment,0,2016,Dec,No
E01003661,Redbridge,Burglary,Burglary in Other Buildings,1,2016,Jun,Yes
E01001511,Enfield,Violence Against the Person,Wounding/GBH,0,2015,Aug,No
E01000549,Brent,Drugs,Drug Trafficking,0,2014,Sep,No
E01000059,Barking and Dagenham,Burglary,Burglary in a Dwelling,3,2013,Oct,Yes
E01004219,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,May,No
E01001021,Croydon,Other Notifiable Offences,Other Notifiable,0,2014,Jan,No
E01001723,Hackney,Criminal Damage,Other Criminal Damage,1,2015,Jun,Yes
E01000433,Bexley,Criminal Damage,Criminal Damage To Other Building,0,2013,Jul,No
E01002568,Hounslow,Theft and Handling,Other Theft,3,2014,Nov,Yes
E01003666,Redbridge,Drugs,Drug Trafficking,1,2015,Nov,Yes
E01003976,Southwark,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,Feb,No
E01002573,Hounslow,Theft and Handling,Theft From Motor Vehicle,0,2013,Feb,No
E01000746,Bromley,Burglary,Burglary in Other Buildings,0,2014,Apr,No
E01004253,Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,Oct,No
E01001442,Enfield,Burglary,Burglary in a Dwelling,0,2014,Nov,No
E01003854,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,Apr,No
E01001736,Hackney,Violence Against the Person,Other violence,0,2016,Dec,No
E01003419,Merton,Violence Against the Person,Assault with Injury,0,2016,Aug,No
E01002470,Hillingdon,Drugs,Drug Trafficking,0,2014,Dec,No
E01004171,Sutton,Violence Against the Person,Assault with Injury,0,2013,Jan,No
E01001016,Croydon,Violence Against the Person,Wounding/GBH,0,2015,May,No
E01000844,Camden,Criminal Damage,Criminal Damage To Other Building,0,2013,Oct,No
E01003630,Newham,Violence Against the Person,Wounding/GBH,0,2013,Feb,No
E01003951,Southwark,Criminal Damage,Criminal Damage To Other Building,0,2013,Jul,No
E01000655,Bromley,Burglary,Burglary in a Dwelling,0,2014,Sep,No
E01003117,Lambeth,Violence Against the Person,Assault with Injury,1,2013,Jun,Yes
E01001481,Enfield,Violence Against the Person,Other violence,0,2014,Jul,No
E01001597,Greenwich,Violence Against the Person,Offensive Weapon,1,2013,Sep,Yes
E01003661,Redbridge,Robbery,Personal Property,0,2014,Sep,No
E01003217,Lewisham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,Nov,No
E01000488,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,Dec,No
E01002302,Havering,Theft and Handling,Handling Stolen Goods,0,2016,Nov,No
E01000504,Brent,Violence Against the Person,Assault with Injury,0,2014,Oct,No
E01003298,Lewisham,Theft and Handling,Other Theft Person,1,2014,Mar,Yes
E01003949,Southwark,Other Notifiable Offences,Going Equipped,0,2014,Jan,No
E01000090,Barking and Dagenham,Theft and Handling,Theft From Motor Vehicle,1,2013,May,Yes
E01001888,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Other Building,0,2015,Dec,No
E01002774,Islington,Burglary,Burglary in Other Buildings,1,2016,Jan,Yes
E01000429,Bexley,Drugs,Drug Trafficking,1,2015,Feb,Yes
E01000923,Camden,Drugs,Possession Of Drugs,0,2016,Feb,No
E01002859,Kensington and Chelsea,Fraud or Forgery,Other Fraud & Forgery,0,2016,Feb,No
E01002922,Kingston upon Thames,Burglary,Burglary in Other Buildings,0,2016,Mar,No
E01000147,Barnet,Drugs,Drug Trafficking,0,2016,Mar,No
E01001023,Croydon,Violence Against the Person,Other violence,0,2016,May,No
E01004068,Southwark,Theft and Handling,Theft From Motor Vehicle,2,2015,Oct,Yes
E01000932,Camden,Drugs,Drug Trafficking,0,2013,Apr,No
E01001450,Enfield,Burglary,Burglary in a Dwelling,0,2016,Sep,No
E01002455,Hillingdon,Fraud or Forgery,Counted per Victim,0,2013,Aug,No
E01003087,Lambeth,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,Jul,No
E01002095,Haringey,Drugs,Drug Trafficking,0,2013,Aug,No
E01000064,Barking and Dagenham,Fraud or Forgery,Counted per Victim,0,2015,Oct,No
E01001220,Ealing,Other Notifiable Offences,Going Equipped,0,2014,Oct,No
E01000010,Barking and Dagenham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,Nov,No
E01001680,Greenwich,Violence Against the Person,Assault with Injury,0,2015,Sep,No
E01002869,Kensington and Chelsea,Violence Against the Person,Other violence,0,2013,Jun,No
E01033737,Greenwich,Burglary,Burglary in Other Buildings,1,2015,Feb,Yes
E01002434,Hillingdon,Criminal Damage,Criminal Damage To Dwelling,0,2016,Jul,No
E01033083,Hounslow,Violence Against the Person,Other violence,4,2015,Dec,Yes
E01004405,Waltham Forest,Theft and Handling,Other Theft Person,0,2015,Dec,No
E01001068,Croydon,Theft and Handling,Other Theft Person,0,2013,Aug,No
E01000112,Barking and Dagenham,Violence Against the Person,Assault with Injury,0,2016,Mar,No
E01000467,Bexley,Theft and Handling,Theft From Motor Vehicle,1,2015,Jul,Yes
E01002778,Islington,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2016,May,Yes
E01004173,Sutton,Violence Against the Person,Common Assault,1,2016,Jul,Yes
E01004579,Wandsworth,Sexual Offences,Other Sexual,0,2016,Jul,No
E01003439,Merton,Criminal Damage,Other Criminal Damage,1,2016,Jun,Yes
E01000514,Brent,Violence Against the Person,Common Assault,0,2016,May,No
E01000220,Barnet,Theft and Handling,Other Theft,0,2013,Sep,No
E01002354,Havering,Drugs,Drug Trafficking,0,2016,Sep,No
E01001069,Croydon,Criminal Damage,Criminal Damage To Dwelling,0,2015,Sep,No
E01000599,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,Dec,No
E01002771,Islington,Other Notifiable Offences,Other Notifiable,0,2014,May,No
E01000852,Camden,Violence Against the Person,Offensive Weapon,1,2014,Nov,Yes
E01002801,Islington,Theft and Handling,Handling Stolen Goods,0,2016,May,No
E01002074,Haringey,Violence Against the Person,Offensive Weapon,0,2016,Apr,No
E01003454,Merton,Violence Against the Person,Common Assault,0,2013,Apr,No
